422,16
423,16
424,10
425,14
426,15
427,13
428,14
429,15
430,13
431,13
432,14
433,11
434,13
435,8
436,9
437,10
438,14
439,17
440,11
441,10
442,9
443,18
444,8
445,9
446,4
447,9
448,6
449,9
450,17
451,10
452,10
453,16
454,8
455,17
456,8
457,8
458,11
459,9
460,7
461,9
462,9
463,13
464,19
465,16
466,10
467,17
468,10
469,10
470,11
471,10
472,15
473,7
474,8
475,9
476,11
477,12
478,10
479,11
480,9
481,10
482,14
483,15
484,16
485,17
486,17
487,17
488,11
489,12
490,12
491,11
492,6
493,12
494,10
495,11
496,12
497,15
498,16
499,17
500,8
501,9
502,10
503,10
504,10
505,15
506,9
507,13
508,15
509,10
510,18
511,19
512,12
513,9
514,18
515,9
516,10
517,10
518,11
519,9
520,10
521,19
522,10
523,11
524,18
525,8
526,9
527,18
528,8
529,17
530,9
531,11
532,10
533,12
534,13
535,14
536,15
537,16
538,13
539,13
540,13
541,8
542,9
543,10
544,9
545,14
546,13
547,17
548,15
549,6
550,4
551,4
552,13
553,18
554,10
555,10
556,11
557,7
558,9
559,13
560,13
561,16
562,12
563,15
564,16
565,13
566,7
567,10
568,14
569,11
570,17
571,13
572,20
573,11
574,11
575,16
576,13
577,9
578,10
579,11
580,9
581,16
582,10
583,9
584,5
585,12
586,14
587,14
588,12
589,9
590,10
591,6
592,13
593,17
594,13
595,10
596,15
597,10
598,14
599,14
600,10
601,8
602,10
603,9
604,19
605,9
606,13
607,14
608,11
609,17
610,7
611,10
612,12
613,14
614,11
615,15
616,8
617,11
618,17
619,12
620,11
621,14
622,17
623,10
624,15
625,12
626,12
627,11
628,10
629,6
630,10
631,14
632,16
633,10
634,8
635,8
636,16
637,12
638,12
639,14
640,9
641,16
642,10
643,8
644,8
645,15
646,12
647,5
648,13
649,10
650,9
651,10
652,8
653,10
654,9
655,7
656,18
657,17
658,9
659,14
660,16
661,11
662,12
663,14
664,10
665,13
666,14
667,20
668,19
669,13
670,14
671,21
672,7
673,7
674,14
675,11
676,14
677,13
678,15
679,8
680,16
681,5
682,16
683,10
684,15
685,13
686,12
687,13
688,7
689,14
690,16
691,15
692,10
693,13
694,14
695,9
696,15
697,10
698,15
699,10
700,8
701,17
702,12
703,7
704,12
705,14
706,18
707,5
708,14
709,19
710,11
711,5
712,15
713,12
714,10
715,12
716,21
717,9
718,16
719,5
720,15
721,8
722,9
723,11
724,15
725,14
726,17
727,13
728,11
729,17
730,12
731,18
732,12
733,16
734,8
735,12
736,9
737,12
738,15
739,11
740,16
741,13
742,15
743,16
744,14
745,18
746,9
747,6
748,11
749,20
750,15
751,15
752,12
753,6
754,10
755,15
756,11
757,11
758,5
759,15
760,13
761,10
762,22
763,18
764,12
765,12
766,13
767,18
768,19
769,11
770,14
771,11
772,16
773,11
774,16
775,12
776,20
777,11
778,18
779,14
780,9
781,12
782,6
783,8
784,13
785,14
786,13
787,18
788,10
789,13
790,18
791,11
792,11
793,11
794,6
795,14
796,11
797,16
798,10
799,11
800,14
801,13
802,16
803,14
804,10
805,9
806,18
807,12
808,11
809,10
810,13
811,12
812,15
813,12
814,14
815,16
816,11
817,8
818,14
819,15
820,18
821,15
822,6
823,11
824,13
825,14
826,10
827,15
828,14
829,17
830,10
831,13
832,11
833,13
834,21
835,14
836,9
837,12
838,7
839,16
840,17
841,16
842,17
843,15
844,6
845,18
846,7
847,11
848,12
849,10
850,12
851,9
852,16
853,20
854,17
855,11
856,15
857,10
858,17
859,18
860,13
861,19
862,11
863,13
864,9
865,5
866,8
867,16
868,9
869,7
870,12
871,17
872,13
873,15
874,12
875,15
876,9
877,10
878,10
879,13
880,19
881,11
882,12
883,17
884,16
885,9
886,19
887,14
888,12
889,11
890,18
891,15
892,14
893,7
894,17
895,11
896,14
897,12
898,10
899,19
900,15
901,11
902,12
903,11
904,16
905,16
906,15
907,3
908,11
909,9
910,19
911,12
912,21
913,11
914,18
915,9
916,18
917,16
918,6
919,16
920,17
921,13
922,8
923,16
924,12
925,12
926,8
927,12
928,16
929,9
930,19
931,10
932,11
933,14
934,17
935,14
936,18
937,15
938,11
939,11
940,21
941,10
942,12
943,14
944,14
945,18
946,16
947,20
948,16
949,13
950,7
951,12
952,6
953,9
954,11
955,18
956,16
957,17
958,10
959,18
960,6
961,18
962,14
963,12
964,20
965,14
966,13
967,12
968,16
969,11
970,13
971,10
972,11
973,13
974,9
975,22
976,11
977,12
978,13
979,12
980,15
981,18
982,10
983,11
984,16
985,10
986,10
987,18
988,13
989,12
990,14
991,12
992,13
993,15
994,5
995,17
996,17
997,15
998,11
999,11
1000,9
